User,Stars,Date,Text,Title
lulumary123,3,12 March 2024,"I'm not a fan of Guy Ritchie, but I see why people like his movies. Some of them have clever moments and a certain likeable energy. It doesn't sustain in this series format. The dialogue is not funny or clever and I was mostly cringing at attempts at quirky humour. The plot is beyond ridiculous and resisted my every attempt to suspend disbelief and just enjoy it. Also the episodes are repetitive and feel like one idea repeated over and over with small variations. The villains are unscary, goofy stereotypes.Ritchie seems to think that just juxtaposing different classes of British people in various crime scenarios will create interest and fun contrast. But the characters are all so wooden you don't even want to watch them and don't muster up any relation to their fates.I made it through three episodes but started to get annoyed waiting for something interesting or funny to happen. If you're impressed by humor rooted in overlapping stereotypical British accents then you may be entertained by this, but really even then this cheap fiasco is just flat and irritating.","Ugh, so forced and boring"
mark_hewgill,1,6 April 2024,"Quite enjoyed the first episode but didn't realise it was going to descend into complete pantomime with such contrived dialog, accents, and just unfunny jokes. Dialog tries to be funny and smart but fails miserably. You know the joke that's coming before it's even said. So formulaic and predictable, and ultimately boring (unless you are wanting to watch pantomime). Really disappointed as it started off quite promisingly, but overall I would have to rate this as sloppy, lazy, and utter garbage. I remember enjoying watching Lock Stock and Two Smoking Barrels and Snatch which seemed fresh and cooly stylised when they came out. For me the same formula just feels tired in an eight part series. Unfortunately had to tap out after episode 3.",Just painful to watch
aleeward,4,22 March 2024,"Like most shows episode one was decent and with this being from the pen of Guy Ritchie I was looking forward to 7 more episode of posh gangster gold. But it all falls flat from episode 2.The male and female protagonists constantly engage in monotone conversations with each other which make you wish they would just open their moves and speak properly.They cross each other, then forgive each other and then betray each other, then someone else crosses them and so on.This is nothing like the film of the same name and perhaps should have just been a 2 hour movie rather than 8 drawn out episodes.The 8 and 9 out of 10 ratings must be from people who rated after watching the first episode.",Susie Glass is Wooden
jagdeepjutley,1,14 April 2024,"People here have already mentioned the catastrophe that this show brings to our screens at home. But I'd like to add and be harsher.This show starts fine, then becomes like a child given sugar, pacing and sprinting all over the place with no direction in sight. Made it all the way to the last episode in agony and turned it off when a specific story driven section occurs.I don't know what has happened to Guy Ritchie, but it is evident he should stop making gangster films and media.It is unbelievably predictable and there always seems to be issues that never get resolved but stack upon one another.Give it a miss and watch the film if you want your fill of the UK gangster scene it is miles clear of this.",Don't waste your time.
surfingnaked1,3,8 March 2024,"I think all these 8 and 9:reviews have to friend or creditors of guy Ritchie. This is terrible, stopped watching after 3rd episode boring predictable. Another English gangster movie but to the manor. Why they keep letting guy Ritchie keep making movies. He sh.ould have just stayed married to Madonna but he get the money from I don't know who but it can't be real. It's all bad with a bunch of b and c actors obviously taking a paycheck no royalties here destined for the Netflix bin. The setting are all wonderful. The production is great just a really bad movie. But keep on watching and you will see the truth.",What
drew-15194,2,21 March 2024,"This poorly conceived project by the self- aggrandizing Guy Ritchie has many of the trademark Ritchie tricks, and that is the problem. Fussy edits, slow motion shots, split screens, and the like were not new when Ritchie used them a generation ago to try to gain fame. In fact most of his tricks had been abandoned by directors as the marks of a B-movie hack without any real creativity or talent. Ritchie should have taken his cue back then.Now we get the bag of tired tricks in an overlong series that loses its momentum very early, as in the second episode, and runs out of steam completely by the third. There is shockingly little character development, even in the major roles, and the thinnest of plots to tie together all the randomness.And then you realize that was always the problem with Ritchie. All his fussy hand waving film gestures exist to distract the audience from the void of basic storytelling at the core of Ritchie. It all feels empty and tired, like a badly rehashed music video to a vapid 90s song. Life is too short to be forced to see Ritchie's bad crap again and stretched into 8 painful hours that go nowhere. Run!",Rehashed fussiness that goes nowhere
derekdouglaswalker,2,29 March 2024,"If you've seen any Guy Richie movie, you've seen this. You won't find anything here other than a reworking of clichés from both his and other gangster/ drug scenarios. None, I mean none, of the characters are convincing played by the cast. It's not that they can't act, because they do, it's simply that they are badly cast and cannot make this succession of drivel dialogue work. You don't care about any of them and are left wishing that they would all get mowed down by a better, more believable, more stylish bunch of criminals from another better funded production and left to die. Mr Richie should retire now no leave it to the next generation!",Utter garbage
sunnysayed,5,9 March 2024,"I've been a Guy Ritchie fan since the 90s, but this series just isn't it. Fantastic acting all around, but the plot is very contrived and over the top. I think the actors deliver as much as the script allows them to, which is only so much. Individual episodes keep you hooked and anchored enough to keep watching, but with each episode the viewer has to increasingly suspend belief. The last episode, in my opinion, is the worst. Everything ends just too perfectly, which wasn't needed considering that there is clearly going to be another season. I'm still a Guy Ritchie fan, but I wish I had waited until more people had reviewed the series before watching it.",Underwhelming
carolinejgarnett,1,17 March 2024,"I had really high hopes for the series having read the reviews and seen that some scenes are filmed locally around Ashridge. I was so disappointed with the story that just suggests it is written for people with an IQ of less than 90.The positives are that the acting is great from most of the characters, given the appalling lines they have to work with.The direction is on point, it's guy Ritchie , so the series is absolutely in his genre.The setting of Ashridge is beautiful, although I see it doesn't quite hang together in all the scenes as some are filmed elsewhere and the house doesn't quite match. It sure ain't Hollywood budget.However, all of this is massively let down by shoddy cheap stereotypical characters on both ends of the spectrum, ie the completely unbelievable hapless and stupid aristocrat and the wheeler dealer violent but silly and charming drug criminals. The plot could well have been written by a 15 year old boy, it is so bad and lacks any complexity or substance.","Abysmal writing, weak characters , but some good acting"
seanthethatcher-20018,3,1 April 2024,Usual Ritchie style. But much worse than usual. Over the top mockneys everywhere. Usual ultra cool gangsters moll types. Almost like a send up really. Very predictable. All it needed was foot soldier and Craig Fairbrass in it to complete the awfulness.Don't believe the hype and rave reviews. This is no sopranos or snatch even. Sleep inducing with a mediocre cast. What else can I write about it? Need 195 more characters ffs. I think those who loved it probably are a bit simple. There is so much better than this 25 year old tired Guy( he's a post bloke really) Richie rubbish. It's nothing new . Avoid.,Absolute twaddle
gilleliath,1,21 April 2024,"This is the kind of show where you feel a little of your soul dying with every episode. Listening to the dialogue is like being staked out on a termite mound - especially the girl, Susie Glass. She gets all the most excruciatingly awful lines, though I suspect that Guy Ritchie thinks he is giving her the best ones. He has no idea how real people talk, or live, what their frame of reference is, or anything. This is a wet dream come true for him, combining his bit-of-rough fantasies of cockernee criminal life with his own posh, entitled world.So why are we all watching it? It's very simple: THERE'S NOTHING ELSE BLOODY WELL ON!",the 12 labours of posh dufus criminal Hercules
boriska_gn,3,17 March 2024,"An unfunny absurdist comedy instead of a crime drama
I started watching this series because it was positioned as a crime drama. In the first episode, it was still difficult to classify it as a crime drama, but overall it was quite watchable. But soon, comedic and absurd elements appeared. Over time, they became more and more numerous. I can't say that I don't really like the satirical genre at all, but it's clearly not something that I can watch 10 episodes of. Moreover, to be honest, the humor was pretty stupid in most of the jokes. By the end of episode 2, this comedy began to tire with the abundance of all this.",An unfunny absurdist comedy instead of a crime drama
runefury,1,11 March 2024,"I don't know where to begin. This for me was just a cringe-fest of bad material and a script that caused a bad taste in my mouth. If you don't care about logic and plot in what you watch, then sure, go a head. This might be for you. This movie left me thinking about what time I've wasted. The cast is decent, and I know they have talent involved in making this movie, but no matter how good of a cook you are, you're not able to create a michelin-star dish out of dirt and salt. This movie, for me, follows the trend of production Netflix has produced lately, and I hope there is new blood coming our way, because this is cringe.",Just utter cringe
rachel-193-120274,5,17 April 2024,Hard to relate to a pot selling enterprise being a billion dollar business as MJ is legal here in my US state... we have pot stores on every corner. Regulated and taxed like they are growing and selling veggies. The acting is good. The story started funny and unique. It kind of lost me on the 4th episode. It started to look like a poor man's breaking bad... The characters started to look like cartoon characters of drug dealers. By episode 5 it seemed to loose focus and humor. The story became unbelievable and ridiculous that they would do these things.. very far fetched ... Sorry couldn't buy it at the 6th...,Hard to relate .
pete-489,3,21 March 2024,Really had high hopes for this as I loved the movie. First episode was OK but it just went downhill after that. I think the series should have been titled: Morons and Psychopaths. By episode 3 it had stopped being fun to watch. I did manage to finish all the episodes but really regret that I did. It kinda washed away the good taste of the movie. Most of the characters were interesting for a while but that interest waned the more the series went on and even Vinnie Jones looked like he phoned his part in. The series really turned out to be disappointing after such high expectations. I have to wonder if I watched the same series as all these 10/10 reviewers.,"Wow, this was a mess"
porkotyler,1,3 April 2024,"I believe all pieces of art (including shows) should have at least a shred of philosophy behind them. A deeper meaning that will linger in the mind of the viewer. This show has none. It's all style but no substance. The characters are all shallow and irredeemable. There's no catharsis.Let's take the main protagonist for example. The young Duke starts of as a paragon. The stereotypical good guy who wants to look after his loved ones in a corrupt world. His father made a shady business deal which he disapproves of for the entire show and tries to get out of. He slaps his brother for killing another man and calls him a murderer. He gets angry when he learns Susie Glass killed that kid on the boat. He accepts the responsibility of the Dukedom (and in the process disinherits his corrupt brother) on the premise that he's the best son who can get the family out of their nasty situation.Does he achieve this goal? Does he die trying for the sake of his principles? No, none of that. He doubles down and becomes even worse than the gangsters his father worked with. He kills his way to the top and buys out all the other crime syndicates. This guy spent the entire show trying to get out of this business deal and ends up becoming the Don of all Dons.You might ask: Does he do it out of necessity because his experiences changed him? No, he does it for pleasure. Turns out he was always like that since he was a kid. The guy LOVES killing and stealing. He loves the thrill of running a criminal empire. This makes the Duke look like a phony and a hypocrite. He's not even an anti-hero. He's a straight up villain. I was rooting for him for the entire first season but in the end he became insufferable.Another thing that irked me was how cool the Duke's mother was with all of this. She hated the deal her husband made with the Glass family. She spent the entire season trying to find ways to get out of it just like her son did. Then all of a sudden the Duke announces to her that he's about to buy out all the other criminals and became their boss and she's like ""good let's do this"". These people did a complete 180 in the span of the last half of the season finale.The season finale even solidified the Duke's fall from grace by having Susie Glass hand him a gun in order to execute a rival mobster. He does it without even looking with a SMILE on his face. This dude LOVES murder. It undermines the entire preachy and ""holier-than-thou"" attitude the Duke maintained throughout the show. What an absolute bimbo this guy was after all.",All style but no substance.
gil-bayer,5,9 March 2024,"Feels unnatural, as if the screenwriter is playing all the characters. I saw the he original movie of which the series is based on and it was ok but the series didn't feel real.People don't talk like this in real life...
That is why I gave this series 5 stars and not more.I managed to watch 4.5 chapters out of 7 before abandoning the series.I was very disappointed of the director.It seems that all he cares is money.I remember that he had some good movies in the past, but this series is quite a disappointment.I think that in this era of so many streaming companies offering big money for big shot directors, it was hard for him to say no for the big money he was offered.",When a screenwriter is involved with himself
dmcotignola,2,20 March 2024,"Just trash. Everyone fills out every trope, plot holes are exposed and glossed over, then at the drop of a hat people change motivation or characterization or any sense of being who they were a episode ago. Smother this mess with over-the-top British quirkiness and everyone has a contact for this, or a phone call to do that, and there's all this pleasantness attempting to be the classiness thinly veiled dangerous masterminds coupled with complete bonehead side characters. It was just agonizing to sit through... Most actors did o.k., except the main female, Ms. Glass... she was the worst of the lot.",Ugh... every trope with no purpose
dbailey-51470,4,10 March 2024,"The series started off really great but after episode three it all went ""duck all"".The characters, scenarios plot get really hard to watch, with head scratching what is going on moments.It felt like the writers were tired and gr didn't care much for the genuinety of the series after ep3....so it all just becomes a drag at this point.There were so many ways the writing would have been done to create that classic gr movie but it wasn't. I stopped watching at ep4, continued after two days and it gets even worse.Like the other review said these 8/9 ratings are definitely from friends of gr.",Disappointing
trmmxdxb,4,10 March 2024,"Basically every tried & tested Guy Ritchie technique is on show here. I'm actually beginning to think Netflix just uses AI to write their stories. ""ChatGPT write me a ganster drama in the style of Guy Ritchie"". You'll get The Gentleman. Mildly entertaining in the early part but grows old fast. Over the top characters with too much dialogue. Monologues about animals (pigeons in this case, where it was pigs in Snatch). Ritchie still thinks he's the English Taratino but he's really not. His movies were good in the 90s & 2000s but very of the their time. The Gentleman is just recycled Guy Ritchie hits & largely forgettable. No doubt it'll satisfy the algorithm though & get another series for all the fan boys much like other UK Netflix shows... ahem, looking at you Afterlife.",Guy Ritchie plays the hits
kimbpaul,3,10 March 2024,"Don't beat me up because I don't consider Guy Ritchie film royalty. If I think of him at all, I remember that he used to be married to Madonna, which doesn't earn him any brownie points either. All these 9 and 10 star reviews have me questioning if they were written by family and employees.So. I have to watch this with captions on because I can't understand all the mumbled dialog, and still the British slang is taking me out of the film. The humor attempts are falling flat, and the music is loud, awful, and overpowering. I've almost made it through the 2nd episode but won't bother going further. The whole story is just too stupid. Might've worked as a standalone 2 hr movie, but 8 episodes of characters making really stupid decisions over and over is ridiculous.",British humor is... different
colmpmoloney,3,22 April 2024,"The fact Vinny Jones is the best actor in show says it all really. Half the performances are wooden the rest totally OTT. Accents all over shop.Lazy predicable writing (you can tell what's going to happen couple of scenes in advance throughout) & more plot holes than Swiss cheese. Totally unrealistic without even a suggestion of satire. The majority of gags also fall flat. Cliched characters that come into show with big fanfare and then are just forgotten about. Every plot line more ridiculous & far fetched than the last.I enjoyed the film version of The Gentleman, but have gone three episodes into this and couldn't possibly watch another second....",Honestly can't understand the reviews as it is terrible
jamericanbeauty,4,27 March 2024,"The Protégé. The Fixer, Kind of. But he's not The Gentleman running anything or calling the shots. I enjoyed the movie of the same name and I enjoyed the first two episodes penned by Guy Ritchie. Thereafter, the not Guy Ritchie-written episodes fell off a cliff. I love Theo James. Hollywood still has not utilized him properly. He'd make a perfect Bond. James Bond. Here, he's a Duke for Hire and does whatever tasks assigned to him from The Weed Boss Lady (played by an actress who's name is impossible to spell). She was great in a series called Spinning and she's good here. I just don't like the work dynamics going on here. What is The Duke's standalone storyline? His entire character arc runs through the Weed Boss Lady. She's basically his mentor. Why would she send The Duke off on a low-level job to steal a car from a dangerous enterprise? Why would she risk his life or clean record or good standing when she operates a lucrative weed business out of his mansion? Why is The Duke's big Brother still around past Episode 2 or 3 at best? The actor's fine in the role, but he has nothing to do, which means he's not needed. The weed farm guy with the off accent is too high out of his mind to be put in control of a lucrative weed farm 24-7. Where's the muscle? Why wouldn't his boss, The Weed Boss Lady, track him or his phone to catch the pretty crook who stole his van with the big weed delivery? Who would trust an out of his mind weed head with such a delivery in the first place? Why does the show keep having The Duke clean up one mess, just to create a bigger mess? It's repetitive and predictable. All of the eccentric personalities and over-the-top scenarios could not distract me from the bad writing and redundancy. Not even Vinnie Jones, Theo James, and criminally underused Giancarlo Esposito and Ray Winstone could hook me past Episode 4. I've never met a Guy Ritchie project I didn't find interesting and entertaining. He may be an executive producer, but outside of the first two episodes he wrote, this doesn't feel like Guy Ritchie. It's trying too hard to be shocking and cool. Guy Ritchie projects don't try. They are.",The Apprentice.
mps-09977,5,18 March 2024,"I was a big fan of Guy Ritchie because of his first couple of movies and his Sherlock Holmes movies.I grew up in the criminal underworld and spent some time involved in it as a young adult.His first films were gritty and authentic. His characters seems like people I actually knew. Albeit, a little exaggerated, but not far from what real criminals are like. The movies just felt like they could be real. For whatever reason, he was in touch with the realworld criminal element.But then he just started making movies with outlandish criminal types that only exist in the minds of people who have never even met a criminal.That is what this show is. And the movie.Which is fine, it's just not why I liked his movies, or why I placed value on anything that had his name on it.This show is also fine. It's entertaining enough and I'm sure people will like it, but it's just like any other out of touch criminal story. Which, in my opinion, makes it average and having the Guy Ritchie name attached to it no longer means anything to me.",It's fine.
paulwalters-24,1,26 March 2024,"This show is all over the place. I watched till episode 5 and that pretty much did it for me.The premise is as per description, a duke inherits from his father, finds illegal operation running on his property, and due to certain circumstances, allows it to continue. This is all great until you actually start watching further, and episode by episode, you can feel the story degrading in quality.The main character is shown as a mature, reasonable and intelligent man, who would take rational decisions until he is forced to do otherwise. This development takes a complete u-turn, and now he would be willing to participate in illegal activities without there being any urgency attached to it.From what I've seen, here is a breakdown of the template that this show follows -
-Main guy or his associates get in trouble.-Need help from someone to sort it out.-Go to that person, but they demand something else in return, essential a secondary task.-Perform secondary task where usually someone dies.-Go back to the first person and take reward.-Get into more problems with that person, which is essentially a twist to the whole episode's development.A few good things that can be said about the show is the cinematic experience, especially in the first 2 episodes. Music is average and often plays too loudly over the dialogue. Some actors are not fit for their role, and some good actors are used very less.",An Insult to the viewers
MissyTheCat,5,30 March 2024,"If you like Guy Richie, then you'll probably like this as there really isn't anything new presented here.Of course it is based on his film, so it will be very familiar, but it is like he hasn't had any new concepts since he started way back with Lock, Stock and Two Smoking Barrels. Odd ball gangsters, pretentious displays of wealth, overly serious scenes by said pretentious characters, stated silly bits of trivia to display the gangsters are ""intelligent"", on screen text to show us math and ""amusing tidbits', nonlinear editing in the timeline to try and save a otherwise dull scene, About every other scene has someone pouring a decanter into a crystal glass of some sort, etc. Again, it is a re-hash of much of Richie's past gimmicks, but if that is your cup of tea, then you'll probably like this and forgive its various missteps.The story is of a soldier/aristocrat who inherits his fathers title and land only to discover his father was in bed with a large illegal marijuana enterprise. So our handsome protagonist dives in trying to separate his family from this business. This gives the filmmakers plenty of opportunities to introduce a variety of underworld types, many of whom we've seen in the past from Richie. Each episode works its way to solving this problem, but by episode 6, it grows old. Also, they have a tendency to introduce issues, big issues, that seem to be swept under the carpet at the filmmaker's convenience which left me scratching my head.Since it is a gangster film, I was looking for a great shootout at some point, but even that wasn't given to us, although it was set up more than once. I also assumed that as the lead was a soldier there would be a chance to see his skill in a fight from time to time, but this came up only once or twice I did like that he would solve problems with his head first, but I was still hoping for some more action.Because of issues in the script the ending was more frustrating rather than satisfying. But it looks great, the wardrobe is topnotch so our leads look like they stepped out of a page of a fashion magazine (except for the big, silly square glasses many wore looking more like the old man from Up, then suave gangsters), several locations are very striking and they drive some wonderful antique cars from time to time. But pretty doesn't equal good.",Nothing Really New Here
manutdjp,1,10 April 2024,"Now I remember when Guy Richie made good original British gangster movies. Lock stock and Snatch are 2 of my favourite British movies and even did ok with the Sherlock Holmes reboot with Robert Downey Jr. However he doesn't seem to be able to adapt a rather weaker of his films 2019 The Gentlemen to the small screen, although TG film does have some good moments, it doesn't flesh out the characters like his earlier work. Which brings me to 2024 and the most pointless overused one shot opening to a series. WHY?? I was expecting a shoot out at the army check point, but no just being told his dad is dying and to come back from service. BTW , why did he not go back to army after coming back for funeral? Must have had a generous general. Anyway shock horror he had been left the estate, and not the drug fueled renegade brother who's birth right is to inherit the whole fortune. I am not making this up, this passes for a original,plausible plot nowadays. The rest of the 1st episode follows the paint by numbers plot and 2 dimensional characters whose only purpose is to keep the plot (over used story arc going). Honestly go back and watch his classic LSATSB and Snatch as this ain't it. We end the 1st episode with the most long drawn out scene of a guy in a chicken suit pretending to be a chicken who ends up shooting someone with a shotgun. Is this a comedy? Gangster thriller? It just ends up being nothing and waste of some talent from the actors trying to do the best with the script, although not convinced by the lead who always looks like he is thinking of something interesting to say but never really says it. Answer- to avoid watching this series.","Stop Guy! , Why did the chicken cross the road?"
rueenholl-49349,3,13 March 2024,"No clue how the ratings can be that good. It is okay and not the sorst I've ever watched but the stories are boring and I did not believe the actors. I would defo not rewatch it and I wish I would have not seen the end at all as it is extremely disappointing, maybe even stupid. So many decisions are being made that a person with a normal sense of intelligence would not make but still these people survive and even are successful with what they are doing. This is so boring.If you've watched all the tv shows on netflix and if you're keen on not using your brain it's probably quite alright to watch.",B O RING
plupu66,3,5 April 2024,"I must admit that I found the first episode interesting, intriguing, funny. A collection of strange and unique characters that arose my curiosity to keep watching.The second episode was not bad either, maybe the third had something in it.After that all went down in free fall. Characters stopped making any sense, the plot moved from weird to ridiculous to laughable (not in a funny way).All the characters introduced lost all meaning and became stuffed toys that an 8 years old child makes do pointless things.The ending gave up even the faintest pretense of being believable or to make any sense.I stuck to watching it till the end, hoping, naively, that there is a rhyme or reason to the whole mess.A good number of hours that I will never get back.",Interesting start and premise - goes nowehere
vc522,2,2 April 2024,"I am a huge fan of gangs, gangsters, mobsters, criminals, bad actors, etc., but this is a huge letdown. None of the characters have any character. They were all so one dimensional and their problems didn't seem all that problematic. And as much as I like characters that are unpredictable, I only got secondhand embarrassment from watching Freddy's antics. I hoped things would pick up at least by the 3rd episode but that was when I fell asleep and when I woke up the series finished all on its own, which was a relief. Maybe I'll go back and rewatch it on mute so I can enjoy the great cinematography, which is the only positive thing about this show. Merriam-Webster should add a reference to this movie under the word ""blah""",don't know what this is supposed to be
layerorg,3,15 March 2024,"Well the problem with this is that, the director thinks that we need explanation where and why etc. Almost every major sceene there is a written explanation about what that is worth and why it is famous etc.Tarantino explanations, so we cannot think and could not know either?? One episode story would be enough for 5 Hollywood film! Somehow I managed to reach 5th episode but that was it. Dukes, gippsies, maffia, murders constantly every second. Not even one characters can be simphatised with or have a good feeling with him/her. As stupid as it gets in a wrong way, cheap and cliche and pretty much both main characters are awfully unlikable sorry to say it.",Too much too soon...
Gav-TB303,5,26 March 2024,"I can't help feel that this was written simply to get a second series and keep milking this Mockney Gangsta thing the creator seems to love.Saying the word ""fam"" or ""innit"" and playing Drill music doesn't make you from the ends.I thought it started off well, but then it just seemed to drag on a bit, it could certainly be trimmed a few episodes to keep the pace.There's some good actors too, I thought the characters of Eddie and Susie very well played.If I want to see Ray Winstone play a proper tasty ""geezer"", I'd watch Sexy BeastThe characters of Freddie and Jimmy thought were just so unlikable, to make the show seem almost unwatchable.I liked the movie- The Gentlemen, but for me this didn't translate well into a series.I've nothing against Guy Ritchie movies, but If I want to watch a gangster movie, I'll have Donnie Brasco or if I want it to be UK based, even Gangs of London, which flowed much better.",I'm in a minority here but....
sysasso,3,7 April 2024,"A bastardised dumbing down of an outstanding film, no hint of sophistication or menace more like Benny Hill or a cartoon caper. Not what we've come to expect from the great Guy Ritchie and, after all the hype surrounding this series it's a bitter disappointment to watch something that can only be described as 'light entertainment'.The Gentleman (film) and Rock 'n' Rolla are incredibly well researched, written, acted and directed and it's done with clear production values.This series, I'm afraid, is a slapstick pastiche with completely unbelievable characterisations.Come on Guy let's see some gritty fresh material.",A bastardised dumbing down of an outstanding film.
coles_notes,5,25 March 2024,"Created and directed by Guy Ritchie (Snatch, Sherlock Holmes) and starring Theo James as the lead, we follow Edward Horniman, the second son of a wealthy English landowner who is given his estate upon his death, superseding his older brother, and unknowingly also inheriting the past black market criminal relationships of his father. I liked previous Guy Ritchie stuff, so a longer form series certainly peaked my interest. Unfortunately it follows many of my initial fears in that it ends up feeling more a 10 hour, 10-act movie, than it does a properly paced serial. Expecting Ritchies usually punchiness in style, we do get that, but its so drawn out that at times the show feels a crawl, I was surprised how bored I often was. The characters are all turned up to eleven, which was to be expected, but tonally its not quite as funny or satirical as I've felt his other works have landed, sometimes it does feel a bit too macho serious, at others just goofy. Production-wise its top notch. Definitely high budget, looks very pretty, all the suits and outfits are very cool, as of course are the sets. There were some of the post-production choices I didn't like, namely the directors notes writing over the top of some scenes (very Guy Ritchie), especially where it just felt like the writers thinking they were really clever and over-explaining plot. Ritchie is a great director, and if you like his style, you'll like his work in this. Every shot feels unique, he clearly spent a lot of his focus there. Unfortunately the writing, characters, dialogue, not my favourite. The main plot being the classic never ending fetch quests for macguffins, this time from crime boss to new crime boss. Very bland, surface level characters, all tropes. Again could be argued was for the sake of satire but I don't really buy it. In the end, it was competently made, but I don't think it was good, especially on a narrative level. All said I didn't even realize until more than half way through this that it was actually a spin-off of another 2019 Guy Ritchie film of the same name. Should I watch that? Will it re-contextualize everything for the better? I'd guess not, but as for this, if it seems like your kinda thing it probably is. Wasn't mine.",Average
True_Reviews,3,31 March 2024,"This series is a joke. Not sure why Netflix even paid to produce it. The dialog is juvenile with all the talk about cocks and the stupid way things are done and the story is just plain bizzare. This is what one would call escape from reality and really a bad escape. Typical in Guy Ritchie movies, it is over the top, ridiculous, and of course there are no consequences for any killing or other actions. I am not sure who makes worse movies Guy Ritchie or Quenton Tarantino, as they are both just awful productions. But hey, people like garbage these days under the guise of what so-called ""art."" I was expecting a Rembrandt but here it is a lousy bizarre Picasso.",Are you kidding?
mihailodavidovic,1,27 March 2024,"Watched Snatch and Gentleman 5 times each at least, always a blast, but this nothing more that bad acting, bad story and bad cast.I wouldn't be suprised if they bought off Guy Richie's name and slapped it everywhere, waste of time, do not watch this.I wouldn't be suprised if they bought off Guy Richie's name and slapped it everywhere, waste of time, do not watch this. I wouldn't be suprised if they bought off Guy Richie's name and slapped it everywhere, waste of time, do not watch this. I wouldn't be suprised if they bought off Guy Richie's name and slapped it everywhere, waste of time, do not watch this.",Absolute dissapointment
edwardsnh,1,24 March 2024,"I would love to say this is a great show. Guy Ritchie is one of my favorites, but the audio mixing is so bad that 10 minutes into episode one, I think there were 3 sentences that I could make out from the background sounds.The only clear dialogue is unfortunately the screaming. I'm not going to watch an entire series with the subtitles on.Great lighting though, even in the ""dark"" scenes... so there's that. The composition of every scene, actually, is beautifully thought out.But yeah, the audio is crap. So if you're willing to just watch a bunch of arms flailing, smoking, and drinking, then this is for you. Unfortunately, it's just a hot mess of audio mush.",Can't hear 90% of the dialogue
jeroen-106,5,3 April 2024,"Guy Ritchie's venture from the big screen to the streaming platform with ""The Gentlemen"" (2024) offers a visual spectacle, true to his trademark style, yet leaves a void where the essence of its story should reside. Filmed across iconic locations including London, Badminton House, and the historical Longcross Studios, the series is nothing short of a feast for the eyes, enveloping viewers in a world that's as stylish as it's meticulously curated.With a reception that teeters on the edge of general favorability (71% on Rotten Tomatoes and a Metacritic score of 67), the series embodies Ritchie's penchant for slick, polished narratives that, while entertaining, skate on the surface of its characters' depths. The performances, especially by Kaya Scodelario, inject a much-needed vitality into the series, portraying a character with a semblance of arc and complexity amidst a sea of underdeveloped personas.However, the central figure, played by Theo James, becomes emblematic of the series' struggle - a protagonist lost in a narrative that dazzles without depth, where the allure of coolness overshadows the potential for character growth and emotional resonance.""The Gentlemen"" manages to be both engaging and monotonous; it's a paradox of entertainment that captures Ritchie's cinematic flair but falters in delivering a compelling narrative. As viewers traverse through the series, the excitement of the crime-laden plot gives way to a realization of its superficiality, leaving one to ponder the potential of its untapped depths.In sum, while ""The Gentlemen"" succeeds in being a visual treat and a testament to Ritchie's distinctive style, it underscores the quintessential challenge of balancing form with substance. The series stands as a reminder that in the realm of storytelling, the sheen of style, however appealing, cannot fully compensate for the lack of a substantive core.",A Tale of Style Over Substance
moatazmounir-20464,5,12 May 2024,"It's like they pulled a bait-and-switch with ""The Gentlemen"". The first two episodes are smart, snappy and (thank god) self-contained. But then, it's like they handed the reins to a whole different group of writers and directors.Suddenly, the show loses its spark, dragging on with a plot that becomes as predictable as the weather forecast. And the heroine man (dunno her name). She starts off with this cool badass vibes, but inevitably falls victim to the dreaded curse of modern TV shows: becoming downright annoying.You literally go from rooting for her in the beginning, to rolling your eyes and groaning at her by the end. But hey, at least we got two good episodes out of it, right?",Great first 2 episodes then meh
Wolfylildoggy,3,26 March 2024,The storyline is absolute nonsense. The actors & direction seem fine but it's impossible to immerse into imagined wealth and waste when you can't care about entitled and basically naïve characters. Who keeps millions in cash with an easily accessible key kept in a box? Who would believe owing millions to gangsters isnt just some long con and not a straight forward loan shark game. It's all ridiculous & lacking basic common sense of writing which is wasteful of the talents of the work that went into this. There HAS to be elements of truth in all fictional stories. I'm available to consult anytime as a hole plot critic for hire. This was a freebie.,Unrelatable
vanderauwera-j,1,7 March 2024,"As a flemish belgian myself this was no doubt a bad or even misinterpretation of a flemish belgian""De Groot"" from Zeebrugge which is by the way a flemish speaking region.So it was appaling to hear a french accent for a flemish character. As flemish people are struggling to maintain their identity it is another english speaking series that misses the ball on who Belgians are and their differences.Maybe for future reference try visit the locals in Belgium and ask about their language beyond Brussels, which is a country on it's own in my honest opinion. Of course the struggle is real on our language barrier.",Episode 5 Belgium
mmkk_2,1,17 April 2024,"It's too violent.It makes the world of gangsters, tycoons and maniacs seem cool.Watched the first episode and no more. Don't care about the acting, directing, camera, plot, etc, the violence and aggression is just too much that it makes all of those things irrelevant.It's similar to the negative reaction of Game of Thrones.Since most of the movies and tv shows are US/UK based, just to note that this reaction is not coming from some religious thing (don't know why that's the assumption in the US anyway).I though the show might be funny, but it is not, the ""funny"" part is the part that makes all the violence/aggression/humiliation/torture seem casual, and that is just.. ugh... no more, no thanks...",Too violent
